split,id,reason,question,answer_text,answer_start
train,0109-0027-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việt Nam có những vai trò nào trong Liên Hiệp Quốc?,"ủy viên ECOSOC, ủy viên Hội đồng chấp hành UNDP, UNFPA và UPU",576
train,0109-0031-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những tỉnh nào xếp sát theo danh sách các tỉnh có GDP bình quân đầu người dưới 1530 USD thấp nhất nước?,"Thanh Hóa, Trà Vinh,..",687
train,0109-0034-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thành công nào là minh chứng cho sự phát triển robot đã có tiến bộ tại Việt Nam?,mô hình hình người máy TOPIO,531
train,0109-0035-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những dân tộc nào trong các dân tộc thiểu số có số lượng người đông?,"dân tộc Tày, Thái, Mường, Hoa, Khmer, Nùng,..",382
train,0109-0041-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những tệ nạn nào hiện đang xảy ra phổ biến nhất?,"cờ bạc, cá độ, sử dụng và buôn bán ma túy, mại dâm..",33
train,0109-0042-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các đô thị chính của Việt Nam tại khu vực đồng bằng sông Hồng là các đô thị nào?,"Hà Nội, Hải Phòng, Nam Định, Hải Dương..",218
train,0109-0048-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngòai áo dài thì những trang phục truyền thống khác của Việt Nam là gì?,"áo tứ thân, áo ngũ cốc, yếm, áo bà ba, áo gấm,..",436
train,0109-0049-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Từ đầu thế kỷ XX thì những nơi nào đã phát triển đầu tiên với bộ môn bóng đá?,"các Thành phố Hồ Chí Minh, Hà Nội, Nam Định, Hải Phòng, Quảng Ninh,..",410
train,0109-0049-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trong bóng đá thì những gì đều nhận được sự quan tâm đặc biệt của người dân?,"Mỗi thành công hay thất bại của đội tuyển bóng đá quốc gia hay U-23 Việt Nam, diễn biến của các giải đấu lớn cấp quốc tế và các giải khác ở châu Âu..",499
train,0110-0021-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đối với các nhân chứng không đồng ý ra làm chứng thì sẽ mắc vào tội gì?,tội khinh mạn,492
train,0110-0025-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các nghị sĩ lưỡng viện đều không bị bắt giữ trừ khi họ phạm vào những tội nào?,"tội phản quốc, các trọng tội và tội gây rối",100
train,0113-0001-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Rạn san hô vòng Utrik thuộc quần đảo nào?,thuộc quần đảo Marshal,440
train,0114-0012-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao Richard không dám từ bỏ Alys?,"vì bà là chị của Vua Pháp Philip II, một đồng minh thân cận",464
train,0114-0016-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Richard dự định giành lấy ngai vàng trong cuộc chiến nào?,trong cuộc viễn chinh với Philip chống lại cha,138
train,0114-0041-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vị trí vết thương của Richard là?,vai trái ngay gần cổ,555
train,0114-0046-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao truyền thuyết đó không tương ứng với lịch sử?,"vì những người cầm tù nhà vua không che giấu sự thật; mà ngược lại, họ công khai điều đó",713
train,0116-0015-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Theo kế họach thì bản dự thảo sẽ được hòan thành trong thời gian nào?,bản dự thảo trình Hội đồng Bộ trưởng cần được hòan thành và thông qua ngay trong ngày để có thể được công bố bắt đầu từ lúc 4 giờ ngày hôm sau thông qua hãng thông tấn xã nhà nước ADN,554
train,0117-0012-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Năm 1970 chứng kiến điều gì về kinh tế thế giới?,vài nền kinh tế mới nổi đã bắt đầu thu hẹp khỏang cách với kinh tế Hoa Kỳ,23
train,0117-0062-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thành phần nào có đóng góp lớn cho sự phát triển của Mỹ?,ực lượng lao động tay nghề kỹ thuật cao,493
train,0117-0065-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngành phi nông nghiệp liên quan đến những lĩnh vục gì gì?,"tất cả những ngành công nghiệp, xây dựng, dịch vụ..",148
train,0119-0025-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân gì mà sau vài tháng của hiệp ước thì các tên lửa của Hoa Kỳ tại Trung Đông mới được rút đi?,Kennedy không chịu mất mặt,845
train,0119-0048-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Về lĩnh vực y tế thì Cuba luôn được xếp hạng những quốc gia đứng đầu về điều gì?,số nhân viên y tế cao và có nhiều đóng góp vào công cuộc chăm sóc sức khỏe cộng đồng thế giới từ thế kỷ XIX,219
train,0119-0050-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Cuộc chiến y học với lọai bệnh nào mà nhân lọai đã giành chiến thắng thông qua thành công của Cuba?,HIV/AIDS,366
train,0120-0004-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Von Neumann lìa đời tại nơi nào?,"Bệnh viện Walter Reed ở Washington, D.C",600
train,0120-0005-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hành động gì của Bertrand Russell đã tác động lớn với ngành lí thuyết tập hợp?,ám phá ra nghịch lý nổi tiếng,429
train,0121-0005-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Cuối năm 2009, Tổ chức Y tế Thế giới đã ước tính có bao nhiêu người lớn đang sống với HIV?","37,2 triệu người",124
train,0121-0005-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,2.2 triệu là con số mà Tổ chức Y tế Thế giới nói về số lượng gì?,trẻ em sống với HIV,158
train,0121-0013-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khả năng nào mà tất cả mọi người đều có?,khả năng cảm nhiễm HIV,145
train,0121-0016-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân nào mà HIV vẫn có khả năng lây truyền dù có kết quả âm tính khi xét nghiệm máu?,"máu được lấy ở người mới bị nhiễm HIV, người đó đang ở trong “thời kỳ cửa sổ” của quá trình nhiễm HIV",499
train,0121-0026-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những triệu chứng nào của các bệnh nhân mà cần đến các cách trị liệu tại thời điểm các biện pháp điều trị hữu hiệu chưa xuất hiện?,"đau, ăn mất ngon..",633
train,0122-0002-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"""Sơ đồ vị giác"" được biết đến từ khi nào?",từ đầu thế kỷ XX,295
train,0123-0007-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ngòai hồ Tây, hồ Gươm thì tại nội ô của thủ đô Việt Nam còn nổi bật bởi các hồ nào khác?","Trúc Bạch, Thiền Quang, Thủ Lệ.",440
train,0123-0038-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hầu như tất cả ngôi chùa tại nội ô Hà Nội ngày nay đã trải qua nâng cấp và phục dựng khi nào?,thế kỷ XIX,804
train,0123-0056-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tuổi thọ trung bình của người dân Hà Nội là bao nhiêu sau khi có sự thay đổi về địa giới năm 2008?,"75,6 tuổ",465
train,0123-0071-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nơi nào là nơi xuất thân của các thợ làm nghề gốm Bát Tràng?,"làng Bồ Bát, Ninh Bình và làng Ninh Tràng, Thanh Hóa",176
train,0123-0082-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự việc làm xấu mặt người Hà Nội trong sự kiện hoa anh đào năm 2008 là gì?,vụ tàn phá hoa của người Hà Nội,150
train,0124-0001-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Chúa Nguyễn đã khai phá tỉnh Đồng Tháp từ thời kì nào?,"thế kỷ XVII, XVIII",179
train,0124-0022-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Trong tháng 10 thì họat động xuất khẩu đạt được là bao nhiêu?,74.584 ngàn USD,48
train,0124-0022-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Kim ngạch xuất khẩu tháng 10 sẽ đạt được bao nhiêu nếu không tính hàng tạm nhập tái xuất?,57.084 ngàn USD,193
train,0125-0003-0008,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Đất nước có cư dân Hồi giáo Ả Rập, cư dân Nilotic và Nubia sinh sống là đất nước như thế nào?",lớn nhất và đa văn hóa nhất trong tất cả các quốc gia Bắc Phi,467
train,0125-0007-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Augutus xứ Hippo có quê quán ở đâu?,Bắc Phi,300
train,0126-0002-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nước Pháp trở thành đế quốc lớn thứ hai vào thời gian nào?,thế kỷ XX,568
train,0126-0004-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Xét về GDP danh nghĩa và GDP PPP, kinh tế nước Pháp đứng thứ mấy?",nền kinh tế lớn thứ sáu thế giới theo GDP danh nghĩa và lớn thứ chín theo GDP PPP,270
train,0126-0006-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thời kỳ đồ đá trên đất Pháp diễn ra vào thời gian nào?,ừ khỏang 7.000 TCN,76
train,0126-0008-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Cuộc khởi nghĩa của Gaulois Vercingétorix bị ai đánh bại vào năm 52 TCN?,Julius Caesa,201
train,0126-0017-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Chế độ quân chủ của Pháp đạt đỉnh cao dưới thời vua nào?,Louis XIV,71
train,0126-0017-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Dưới thời Louis XIV, tiếng Pháp đã trở thành ngôn ngữ phổ biến nhất trong khoa học, văn học, ngọai giao và các vấn đề khác, đã phát triển cho đến khi nào?",đến thế kỷ XX,594
train,0126-0026-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Danh xưng của hòang đế của đế quốc thứ nhì Pháp là gì?,Napoléon III,163
train,0126-0033-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Cuộc tấn công nào gây ra sự chết chóc nhiều nhất trên nước Pháp sau thế chiến thứ hai?,ác vụ tấn công Paris tháng 11 năm 2015 đã làm 130 người thiệt mạng,296
train,0126-0036-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lượng CO2 do nền công nghiệp Pháp thải ra đứng thứ mấy trên thế giới?,hạng 17,161
train,0126-0053-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những điều kiện nào giúp Pháp trở thành nước sản xuất nông sản đứng đầu châu Âu?,"hờ các vùng đất phì nhiêu rộng lớn, áp dụng kỹ thuật hiện đại, và trợ cấp của EU",68
train,0126-0062-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hãy kể tên những nhà khoa học nổi tiếng của thế kỷ XX?,"nhà tóan học và vật lý học Henri Poincaré, các nhà vật lý học Henri Becquerel, Pierre và Marie Curie, nổi tiếng nhờ công trình của họ về phóng xạ, nhà vật lý học Paul Langevin và nhà vi-rút học Luc Montagnier cùng khám phá HIV/AIDS",55
train,0126-0069-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mục tiêu của Công đồng Pháp ngữ là gì?,ỗ lực xúc tiến sử dụng tiếng Pháp trong Liên minh châu Âu và tòan cầu,254
train,0126-0070-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tiếng Pháp được sử dụng hòan tòan ở nước Pháp vào thời gian nào?,vào thế kỷ XX,599
train,0126-0077-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tỉ lệ béo phì của nước Pháp thấp hơn so với những quốc gia nào?,"hấp xa so với tỷ lệ của Hoa Kỳ, và vẫn thấp nhất châu Âu",353
train,0126-0082-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Napoléon thích các họa sĩ theo trường phái nào?,tân cổ điển,367
train,0126-0083-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Nửa cuối thế kỷ XIX, sự phát triển 2 trường phái hội họa nào ở Pháp?",phái ấn tượng và trường phái tượng trưng,155
train,0126-0085-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Tên gọi khác của kiến trúc Gothic?,Opus Francigenum,35
train,0126-0092-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Thời kỳ phồn thịnh của văn học Pháp vào thời gian nào?,rong thế kỷ XVIII và XIX,44
train,0126-0100-0002,ANSWER_LONGER_THAN_STRIDE: no overflow feature decoded exactly to the annotated answer,Các nhà sọan nhạc Pháp trong giai đọan lãng mạn gồm những ai?,"Hector Berlioz (Symphonie fantastique), Georges Bizet (Carmen trở thành một trong các opera phổ biến và trình diễn thường xuyên nhất), Gabriel Fauré (Pavane, Requiem và các khúc cảnh đêm), Charles Gounod (Ave Maria và opera Faust), Jacques Offenbach (có 100 operetta trong thập niên 1850–1870 và opera chưa hòan thành Những câu chuyện của Hoffmann), Édouard Lalo (Symphonie espagnole cho đàn violin và dàn nhạc cùng Cello Concerto trong cung Rê thứ), Jules Massenet (có hơn 30 opera, được trình diễn thường xuyên nhất là Manon (1884) và Werther (1892)) và Camille Saint-Saëns (Lễ hội muông thú, Vũ điệu thần chết, Samson và Delilah (Opera), Introduction and Rondo Capriccioso và Giao hưởng số 3)",414
train,0126-0107-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Vào thập niên 1990, Pháp đã trải qua sự kiện gì để đánh dấu một bước pháp triển trong thiết kế thời trang?",Thập niên 1990 chứng kiến việc nhiều hãng thời thượng của Pháp kết hợp thành các tập đòan sang trọng khổng lồ và đa quốc gia như LVMH,483
train,0127-0003-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hãy kể tên những phát minh nổi bật của Trung Quốc?,"giấy, la bàn, thuốc súng, địa chấn kế, kỹ thuật in ấn..",453
train,0127-0003-0007,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nền văn minh cho ra đời kỹ thuật in ấn có vị trí phát triển tại nơi nào?,vực phì nhiêu của sông Hòang Hà tại bình nguyên Hoa Bắc,98
train,0127-0013-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ai là người thành lập triều Nguyên?,Hốt Tất Liệt,132
train,0127-0044-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Năm 2013, Trung Quốc đã thử bao nhiêu tên lửa liên lục địa?",từ 50 đến 75 tên lửa liên lục địa,140
train,0127-0046-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Năm 2016, GDP danh nghĩa/người là bao nhiêu?","8,141 USD",349
train,0127-0050-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Năm 2012, Trung Quốc nhận tổng FDI là bao nhiêu từ nước ngòai?",253 tỷ USD,413
train,0127-0054-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những nhà khoa học Trung Quốc đã đạt giải Nobel trong những lĩnh vực nào?,giải Nobel Vật lý và giải Nobel Hóa họ,431
train,0127-0058-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,China Telecom cung cấp dịch vụ cho bao nhiêu thuê bao tại Hoa lục?,trên 50 triệu thuê,578
train,0127-0071-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việc thăng tiến nhờ vào giành thành tích cao trong các kỳ khoa cử đã bắt nguồn từ thời nào?,từ thời Hán,234
train,0127-0072-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Những khía cạnh văn hóa truyền thống bị phá hủy trong Cách mạng văn hóa trong thập niên 1960 là do nguyên nhân nào?,do bị nhìn nhận là lạc hậu hay tàn tích của phong kiế,680
train,0128-0002-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Goldman Sách đã phân tích rằng năm 2050 nền kinh tế Hàn Quốc sẽ đứng thứ 2 trên thế giới với GDP bình quân đầu người là bao nhiêu?,81.000 USD,507
train,0130-0007-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vương quốc Anh lấý vĩ tuyến bao nhiêu làm giới hạn cho họ?,55°N,254
train,0134-0017-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vị vua Pháp nào là chồng của Mary Stuart?,François II,138
train,0137-0005-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Cuốn sách First Person đã được viết cách nay bao nhiêu năm?,19,44
train,0137-0025-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các hành động của Putin đối với Ukraine có giống với những điều ông tuyên bố vào năm 2008 không?,không,179
train,0137-0028-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao các tổ chức phi chính phủ bị cám họat động ở Nga?,sự can thiệp vào nội bộ Nga của vài tổ chức thuộc NGO,199
train,0137-0037-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Kết quả của cuộc điều tra do Gallup thực hiện thì Putin và Obama ai là người được yêu thích hơn?,Obama,283
train,0138-0001-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Để danh chính ngôn thuận tiến vào Việt Nam, Pháp đã lấy danh nghĩa gì?",giải giáp quân Nhậ,734
train,0138-0003-0008,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Trước khi xâm chiếm Sài Gòn, Pháp đã từng kéo quân vào đâu?",Cảng Đà Nẵn,34
train,0138-0026-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các sinh viên cánh tả Hà Nội đã đưa ra yêu cầu gì đối với Việt Minh?,yêu cầu Việt Minh thảo luận với tất cả các đảng phái để thành lập chính phủ lâm thờ,164
train,0138-0031-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Lương thực chủ yếu được trồng trong khỏang cuối năm 1945 đầu năm 1946 là lọai nào?,"khoai lang, đậu, bắp..",475
train,0138-0033-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nội dung của Sắc lệnh số 4 là gì?,"ập ""Qũy độc lập"" với mục đích ""để thu nhận các món tiền và đồ vật của nhân dân sẵn lòng quyên giúp Chính phủ để ủng hộ nền độc lập của Quốc gia""",177
train,0138-0035-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việt Minh khuyến khích dân chúng làm gì để tưởng niệm Tôn Trung Sơn?,hân dân treo cờ hai nước,574
train,0138-0109-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mục đích của Hồ Chí Minh trong lần cử phái đòan đi sang Trùng Khánh là gì?,ngăn cản tướng Leclerc lôi kéo Bảo Đạ,816
train,0138-0150-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hãy nêu nhận xét về cách chiến đấu của quân đội Việt Nam?,"mang một hình thức thô sơ, vừa du kích, vừa cổ điển đối",578
train,0138-0167-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mỹ viện trợ cho Pháp những vật dụng gì trong lực lượng vũ trang Không quân?,"60 máy bay F6F Hellcat và F8F Bearcat, 41 máy bay ném bom B-26 Invader, 28 máy bay vận tải C-47 cùng với 155 động cơ máy bay và 93.000 quả bom",457
train,0138-0172-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đặc điểm chung của các tổ chức ở trong Mặt trận Thống nhất Quốc gia Liên hiệp là gì?,à những tổ chức chính trị hoặc tôn giáo từng tham gia chính phủ Việt Nam Dân chủ Cộng hòa hay hợp tác với Việt Minh chống Pháp nhưng do xung đột với Việt Minh nên chuyển sang ủng hộ Bảo Đại thành lập Quốc gia Việt Nam,669
train,0138-0177-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mỹ gây sức ép tới Pháp để ép Pháp phải làm gì?,"ký những hiệp ước trao cho Quốc gia Việt Nam các quyền tự trị về quân sự, tài chính, thuế quan, xuất nhập cảnh.",61
train,0138-0178-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đại tướng Revers đã nhận xét chính phủ của Bảo Đại như thế nào?,"một chế độ ung thối với sự tham nhũng, buôn lậu đồng bạc, buôn lậu giấy phép nhập cảng, những khu chứa cờ bạc đĩ điếm.",415
train,0138-0180-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hồ Chí Minh có chấp nhận quyết định đồng ý giao quyền chỉ huy quân đội cho Pháp của Bảo Đại không?,không,269
train,0138-0201-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khi nào đợt tổng công kích cuối cùng của chiến dịch Điện Biên Phủ diễn ra?,chiều ngày 6 tháng 5 năm 1954,495
train,0138-0214-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Pháp có được những chiến thắng trong chiến mà Mỹ mong muốn không?,không,27
train,0138-0215-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Với sự viện trợ của Mỹ, Pháp có tiếp tục được cuộc chiến không?",có,507
train,0138-0217-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mục đích đấu tranh của Chính phủ Việt Nam Dân chủ Cộng Hòa là gì?,"Việt Nam thống nhất, độc lập, hòa bình và giàu mạn",730
train,0138-0219-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Có bao nhiêu người đã di cư từ Bắc vào Nam?,Trên 1 triệu ngườ,387
train,0138-0222-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Việc duy trì Liên hợp Pháp có thuận lợi hay không?,không,853
validation,0001-0051-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Từ Paris có thể đến sân bay Charles-de-Gaulle bằng đường nào?,"đường cao tốc, xe búyt và tuyến RER B",428
validation,0001-0081-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hiện nay Paris co những mạng lưới thương mại lớn nào?,"Galeries Lafayette, Printemps, Le Bon Marché, La Samaritaine và BHV",715
validation,0002-0009-0006,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Theo thống kê dữ liệu thì khu vực New Calesdonia ghi nhận nhiệt độ cao nhất là bao nhiêu?,"39,1 °C",386
validation,0002-0017-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hầu như đa số những người nào là tín đồ của Công giáo La Mã?,"gười gốc Âu, Ouvéa, Việt và một nửa cộng đồng thiểu số Melanesia và Polynesia",116
validation,0003-0002-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Khi nào thì cac quốc gia phương tây thành lập cac thuộc địa ở Canada?,từ cuối thế kỷ XV,90
validation,0003-0018-0006,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Ngòai việc tranh chấp các trường dạy ngôn ngữ Anh, thì chính phủ đã làm thêm việc gì mà gây ra sự bất mãn của cho cộng đồng người Canada Pháp ngữ?",hủ tướng Bảo thủ Robert Borden cho tiến hành nghĩa vụ quân sự cưỡng bách bất chấp sự phản đối dữ dội của người Québec Pháp ngữ,596
validation,0003-0031-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,"Các danh hiệu vệ tinh nào được thiết lập tại Canada, trong khỏang thập niên 1960?","Radarsat-1 và 2, ISIS và MOST",333
validation,0004-0030-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Vì sao Israel chỉ nhận sát thương không đáng kể từ tên lửa Scud?,"vì khi tăng tầm bắn, tên lửa Scud bị giảm đi rất nhiều về độ chính xác và khả năng sát thương",628
validation,0004-0039-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Đâu là một hãng thông tấn của Mỹ sử dụng hệ thống truyền hình cáp?,CNN,274
validation,0004-0046-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nguyên nhân do đâu mà việc liên minh sử dụng urani nghèo không được kiểm chứng rõ ràng bởi Iraq?,vì những biện pháp trừng phạt đã khiến họ không thể có được các thiết bị thử nghiệm cần thiết,340
validation,0004-0048-0005,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Các chuyên gia sức khỏe môi trường có xác nhận rằng urani là nguyên nhân chính của bệnh bạch cầu hay không?,không,548
validation,0005-0003-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự khác biệt về tỷ lệ các chất hòa tan giữa nước biển và nước ngọt là do đâu?,o thời gian cư trú khác nhau của các chất hòa tan trong nước biển,499
validation,0005-0007-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Nước biển có thể được xử lý như nước thải hay không?,không,495
validation,0006-0007-0001,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Người cầm quyền nào đã bãi bỏ chính sách công nhận Puerto Rico là một tỉnh hải ngọai?,vua Ferdinand VII,491
validation,0006-0016-0003,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Điểm nào ở các nước Mỹ Latinh khác hấp dẫn các nhà đầu tư nước ngòai hơn Puerto Rico?,giá nhân công rẻ,216
validation,0006-0016-0007,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Hậu quả để lại sau cuộc khủng hỏang ngân qũy ở Puerto Rico năm 2006 là gì?,gần 96 000 người bị cho nghỉ việ,560
validation,0009-0006-0002,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Mitterrand và Fric đã làm gì trong một cuộc tụ họp công cộng do người hợp tác Georges Claude tổ chức?,gây ra một vụ hỗn lọan lớ,204
validation,0009-0007-0004,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Sự kiện nào khiến Mitterrand rời ban thư kí?,"gười lãnh đạo của ông Maurice Pinot, một vichysto-résistant khác, bị thay thế bởi cộng tác viên André Masson",109
validation,0009-0009-0010,TOKENIZER_BOUNDARY: no overflow feature decoded exactly to the annotated answer,Ngày 10 tháng 7 Mitterrand và Piazook đã làm gì?,gừng một cuộc tụ họp công khai tại Salle Wagram ở Paris,441
